[2024-11-19 08:26:24] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-19 08:26:24] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-19 08:26:24] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-19 08:26:25] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-19 08:26:25] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-19 08:26:25] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-19 08:26:26] [class-ss-setup-task.php:33] Creating archive directory: D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1732004784\
[2024-11-19 08:26:26] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/automospeed1/
[2024-11-19 08:26:26] [class-ss-setup-task.php:116] File D:\xampp\htdocs\automospeed1/robots.txt exists; adding to queue as: D:/xampp/htdocs/automospeed1/robots.txt
[2024-11-19 08:26:26] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/automospeed1/sitemap.xml
[2024-11-19 08:26:26] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/automospeed1/sitemap_index.xml
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/673c4bf17ac50-ep5waC.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1732004784/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-19 08:27:29] [class-ss-page.php:119] Checking Content Identical:3a77822ff487cf6377a4b7c8c80daeb0711b62f7===. Value: FALSE
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.min.js
[2024-11-19 08:27:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 647
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/673c4bf18448d-QSQKci.tmp
[2024-11-19 08:27:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.min.js?simply_static_page=5730
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.min.js?simply_static_page=5730
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:103] Filesize: 20103 bytes
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.min.js
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/673c4bf18448d-QSQKci.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1732004784/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.min.js
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-19 08:27:29] [class-ss-page.php:119] Checking Content Identical:a988715d17ccf1c22dc8b3e831857fc9e1d96e43===. Value: FALSE
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.strings.js
[2024-11-19 08:27:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 647
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/673c4bf197e21-a6LaQd.tmp
[2024-11-19 08:27:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.strings.js?simply_static_page=5731
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.strings.js?simply_static_page=5731
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:103] Filesize: 1038 bytes
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.strings.js
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/673c4bf197e21-a6LaQd.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1732004784/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.strings.js
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-19 08:27:29] [class-ss-page.php:119] Checking Content Identical:5a9837fa60e3cc776aa5cfa241f0fd396f9b5876===. Value: FALSE
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.asset.php
[2024-11-19 08:27:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 647
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.asset.php
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js
[2024-11-19 08:27:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 647
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/673c4bf1a9407-IGvs7t.tmp
[2024-11-19 08:27:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js?simply_static_page=5733
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js?simply_static_page=5733
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:103] Filesize: 4523 bytes
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/673c4bf1a9407-IGvs7t.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1732004784/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-19 08:27:29] [class-ss-page.php:119] Checking Content Identical:2ffe0bd5b00c78b5de9815d2b69852459fc0ea4a===. Value: FALSE
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt
[2024-11-19 08:27:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 647
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/673c4bf1c0c41-mpwEpt.tmp
[2024-11-19 08:27:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt?simply_static_page=5734
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt?simply_static_page=5734
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:103] Filesize: 947 bytes
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/673c4bf1c0c41-mpwEpt.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1732004784/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-19 08:27:29] [class-ss-page.php:119] Checking Content Identical:1fc1095e7847144a5d4f58727e55d5a63a94e2ce===. Value: FALSE
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js
[2024-11-19 08:27:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 647
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/673c4bf1ce4c1-ilweoO.tmp
[2024-11-19 08:27:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js?simply_static_page=5735
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js?simply_static_page=5735
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:103] Filesize: 3994 bytes
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/673c4bf1ce4c1-ilweoO.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1732004784/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-19 08:27:29] [class-ss-page.php:119] Checking Content Identical:7dc9575dbd987cffe2f4897b6085f53ed2285d0f===. Value: FALSE
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js
[2024-11-19 08:27:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 647
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/673c4bf1e1c85-1CQ1eF.tmp
[2024-11-19 08:27:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js?simply_static_page=5736
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js?simply_static_page=5736
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:103] Filesize: 1 bytes
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/673c4bf1e1c85-1CQ1eF.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1732004784/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-19 08:27:29] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.asset.php
[2024-11-19 08:27:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 647
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.asset.php
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js
[2024-11-19 08:27:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 647
[2024-11-19 08:27:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/673c4bf1e7292-pRt4mG.tmp
[2024-11-19 08:27:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js?simply_static_page=5738
[2024-11-19 08:27:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js?simply_static_page=5738
[2024-11-19 08:27:30] [class-ss-url-fetcher.php:103] Filesize: 5022 bytes
[2024-11-19 08:27:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-19 08:27:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js
[2024-11-19 08:27:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/673c4bf1e7292-pRt4mG.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1732004784/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js
[2024-11-19 08:27:30] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-19 08:27:30] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-19 08:27:30] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-19 08:27:30] [class-ss-page.php:119] Checking Content Identical:2c7f042f91eca807d91ff535293690664c826f30===. Value: FALSE
[2024-11-19 08:27:30] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt
[2024-11-19 08:27:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 647
[2024-11-19 08:27:30] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-19 08:27:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/673c4bf20f4e7-iFJ5Pc.tmp
[2024-11-19 08:27:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt?simply_static_page=5739
[2024-11-19 08:27:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt?simply_static_page=5739
[2024-11-19 08:27:30] [class-ss-url-fetcher.php:103] Filesize: 328 bytes
[2024-11-19 08:27:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-19 08:27:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt
[2024-11-19 08:27:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/673c4bf20f4e7-iFJ5Pc.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1732004784/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt
[2024-11-19 08:27:30] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-19 08:27:30] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-19 08:27:30] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-19 08:27:30] [class-ss-page.php:119] Checking Content Identical:96daf75d378a707f17258d5be14b9a0fc877081c===. Value: FALSE
[2024-11-19 08:27:30] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.min.js
[2024-11-19 08:27:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 647
